food_id,food_name,food_category,food_description,veg_non,diet,price,height,weight,disease,diet_plan,diet_goal
85,clotted cottage cheese croquettes,cheese,"black pepper, black salt, bread crumb, corn flour, refined oil, jalapeno, jeera powder, maida, cottage cheese, parsley, salt, for thousand island dressing:, mayonnaise, tomato ketchup, minced garlic, celery, black pepper",Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,210,67.88045394,86.53853707,Hypertension,Vegan,weight gain
86,gajar halwa tart,halwa,"white butter, breakfast sugar, milk full fat, refined flour, winter carrots, ghee, sugar, khoya, cardamom powder, cashew nuts (crushed), almonds (crushed), full fat milk, full fat milk, grain sugar, green cardamom powder",Veg, low_fat_diet,470,69.53902634,83.11476419,Diabetes,Veg,cure disease
87,gluten-free christmas cake,cake,"christmas dry fruits (pre-soaked), orange zest, lemon zest, jaggery syrup, almond flour, apple, butter (softened), eggs",Veg, high_protien_diet,370,76.63664736,80.76481632,Asthma,Low carbs,weight gain
88,japanese curry arancini with  barley salsa,barley,"japanese curry, sticky rice, cheese inside rice, barley salsa, wasabi mayo, red capsicum cube (cut), yellow capsicum cube (cut), green capsicum cube (cut), green chily, barley, butter, white pepper, light soya, salt",Veg, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,380,63.73700646,60.93280292,Hypertension,Dairy-Free,weight gain
89,cream of almond soup,soup,"vegetable stock, skimmed milk, toasted almonds (powdered), butter, flour, salt and pepper, nutmeg, almond essence, toasted almond flakes",Veg, alkaline_diet low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet,640,73.36146445,53.27564026,None,Low carbs,weight gain
90,broccoli and almond soup,soup,"vegetable stock, broccoli, ground almonds (toasted), skimmed milk, salt, freshly ground black pepper",Veg, alkaline_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet dash_diet,490,72.81867146,79.487249,Hypertension,Veg,weight loss
91,moong dal kiwi coconut soup,soup,"धूली मूंग दाल नमक के साथ उबली हुई, कीवी, नारियल क्रीम, तेल, तेजपत्ता , जीरा, काली मिर्च, लहसुन की कलियां ,, प्याज, हल्दी पाउडर, करी पाउडर, नमक , ताजा हरा धनिया",Veg, alkaline_diet paleo_diet ketogenic_diet high_fiber_diet gluten_free_diet dash_diet,685,60.95670949,96.19864185,Hypertension,Non-Veg,weight gain
92,banana and maple ice lollies,banana,"केले, ग्रीक योगर्ट, हैवी क्रीम, प्योर मैपल सिरप , नारियल",Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet dash_diet,695,68.71785047,82.76720567,None,Non-Veg,weight gain
93,shepherds salad (tamatar-kheera salaad),salad,"1 खीरा छीलकर कटा हुआ, प्याज, टमाटर, हरी मिर्च, लहसुन की कलियां, पासर्ले, जैतून का तेल, नींबू का रस, नमक और कालीमिर्च",Veg, low_fat_diet ketogenic_diet low_sodium_diet high_fiber_diet high_protien_diet,290,61.96374161,55.29868557,Diabetes,Gluten-Free,maintain body
94,carrot ginger soup,soup,"गाजर, जैतून का तेल, नमक, वेजिटेबल स्टॉक, अदरक , थाइम , प्याज, लहसुन की कलियां, कालीमिर्च (ताजी पीसी हुई)",Veg, alkaline_diet high_fiber_diet,245,69.46003906,61.44842268,Diabetes,Dairy-Free,weight gain
95,dark night,apple,"whisky, honey, cinnamon, star anise, cloves, green apple",Veg, vegan_diet low_fat_diet high_fiber_diet ketogenic_diet,585,66.93758378,79.72553978,Asthma,Non-Veg,cure disease
96,hot chocolate,chocolate,"milk, chocolate, cocoa powder, powdered sugar, cinnamon, vanilla",Veg, high_protien_diet high_fiber_diet ketogenic_diet,205,72.15738366,75.59825632,Hypertension,Keto,weight loss
97,slow cooked spiced sangria,sangria,"red wine (merlot / zinfandel), apple cider, honey, orange (zested and juiced), cloves (whole), green cardamom, cinnamon sticks, anise (whole), brandy",Veg, vegan_diet low_fat_diet high_fiber_diet ketogenic_diet,560,78.30171425,67.4740091,Hypertension,Dairy-Free,weight gain
98,detox haldi tea,tea,"haldi, ginger, black pepper, honey, water",Veg, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,230,67.96264358,87.60703462,Diabetes,Keto,maintain body
99,holi special ice tea thandai,tea,"ground white pepper (kali mirch), assam tea bags, almonds (badam) - coarsley crushed, poppy seeds (khus-khus), fennel seeds (saunf) (crushed coarsely), cardamom (elaichi) powder, ground sugar, saffron (kesar) strands",Veg, low_fat_diet ketogenic_diet vegan_diet hormone_diet high_protien_diet,620,77.12714862,69.27531467,None,Veg,weight loss
100,grilled lemon margarita,margarita,"vanilla infused tequila, vanilla liqueur, lemon juice, lemon, lemon",Veg, vegan_diet,410,67.11951618,59.22971898,None,Keto,weight gain
101,spanish artichoke and spinach dip,dip,"spinach, onion, cream, garlic, nutmeg, salt, lime juice, artichoke hearts (cubed), polenta, refined flour, salt, water, butter, flour, salt, pepper (freshly ground)",Veg, dash_diet high_fiber_diet type_a_diet ketogenic_diet,425,59.07540606,93.85709651,Hypertension,Keto,cure disease
102,beetroot and green apple soup,soup,"beetroots, green apple, onion, olive oil, salt, black peppercorns (crushed), butter, vegetable stock, mixed dried herbs, fresh cream, lemon juice, parsley sprigs, red chilli flakes, soup sticks as required",Veg, alkaline_diet high_fiber_diet hormone_diet high_protien_diet dash_diet,340,67.52242429,64.58637088,Diabetes,Veg,weight gain
103,baba budan no. 7,cardamom,"rum, espresso, sugar syrup/gur (jaggery) syrup, green cardamom pod,",Veg, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,405,61.19674949,76.3041128,Asthma,Dairy-Free,maintain body
104,fruit infused tea,tea,"chamomile tea bags, orange, berries, blueberries, ginger, mint leaves, boiling water",Veg, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet,680,69.84938457,59.85107348,Diabetes,Keto,weight loss
105,soya milk,milk,"सोयाबीन, गर्म पानी",Veg, low_fat_diet ketogenic_diet high_fiber_diet high_protien_diet dash_diet,535,72.25412488,57.90239272,Asthma,Non-Veg,cure disease
106,spiced coffee,coffee,"ताजी पीसी हुई कॉफी, इलाइची पाउडर, अदरक, दूध , चीनी, क्रीम , चॉकलेट",Veg, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,600,61.05754567,96.08235329,Hypertension,Veg,weight gain
107,filter coffee,coffee,"कॉफी पाउडर, पानी, दूध, चीनी",Veg, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,650,77.97534843,75.64020293,Asthma,Non-Veg,maintain body
108,detox haldi tea,tea,"हल्दी, अदरक, काली मिर्च, शहद, पानी",Veg, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,300,66.23468331,96.75290154,None,Veg,maintain body
109,mixed berry &amp; banana smoothie,smoothie,"फिरोजन मिक्स बेरिज़, पका हुआ केला, ताजा संतरे का जूस, लो फैट दही",Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet dash_diet,330,60.51477614,66.2667755,None,Keto,maintain body
110,banana walnut smoothie,smoothie,"लो फैट दही, केला, अखरोट, सीड्स  (फैक्ससीड्स और चिया सीड्स), शहद",Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet,360,72.73700205,73.08212552,None,Non-Veg,weight gain
111,steam bunny chicken bao,chicken,"buns, all purpose white flour, dry yeast, sugar, salt, warm water, chicken mince, eggs, soy sauce, sugar, sesame oil, worcestershire sauce, chives, aromat powder",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,340,70.00828854,85.44031171,Hypertension,Gluten-Free,weight gain
112,meat lovers pizza,chicken,"millet flour, tapioca flour, soy milk, garlic powder, baking powder, salt, tomato sauce, mozzarella cheese, prosciutto, pepperoni, chicken salami, salami milano, rosemary, olive oil",Non-Veg, type_o_diet low_fat_diet omni_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,505,59.23605476,99.17773759,Diabetes,Dairy-Free,weight loss
113,garlic and pinenut soup with burnt butter essence,soup,"garlic cloves, almonds (whole), parsley, bayleaf, chicken broth, nutmeg, egg yolk, heavy cream, white bread slices, butter, salt, pepper, white wine",Non-Veg, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet dash_diet type_a_diet,565,74.54433138,72.92250171,Asthma,Low carbs,maintain body
114,roast turkey with cranberry sauce,chicken,"whole turkey, butter, onion, celery, crumbled sage and thyme , salt and pepper, garlic minced, balsamic vinegar, sugar, cranberry",Non-Veg, high_protien_diet,630,77.80266728,93.54894256,None,Veg,maintain body
115,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:, chicken breast, egg whole frozen, flour, planko bread crumbs, fresh italian parsley, vegetable oil, solid butter unsalted, tomato sauce, mozzarella cheese, italian parmesan cheese, thyme, for pepperonata:, red pepper, green pepper, yellow pepper, red onion, fresh tomato, butternut squash, garlic, pure olive oil, vegetable oil, black pepper corn (crushed), salt, parsley, for garnishing:, parsley sprig, spinach",Non-Veg, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,315,61.33246673,97.900937,Hypertension,Vegan,weight gain
116,roasted spring chicken with root veggies,chicken,"whole chicken, thyme, garlic, lemon, orange, salt, black pepper, butter (to rub), extra olive oil, carrot, turnip, beetroot, chipotle powder, parsley",Non-Veg, alkaline_diet low_fat_diet low_carb_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,645,66.04988764,63.85211943,Diabetes,Vegan,maintain body
117,peri peri chicken satay,chicken,"boneless skinless chicken thigh (trimmed), salt and pepper, yogurt, chilli powder, ginger garlic paste, coriander leaves, oil to fry, peri peri sauce, potato fries",Non-Veg, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,500,65.40437094,86.00799977,Diabetes,Vegan,weight loss
118,chicken popcorn,chicken,"chicken (boneless), corn flour or all purpose flour, egg, bread crumbs, salt, ginger garlic paste, black pepper, onion powder (optional), red chilli powder or paprika or cayenne pepper, oil for deep frying",Non-Veg, low_fat_diet low_carb_diet low_sodium_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet type_a_diet,600,69.47386315,97.69480475,Hypertension,Keto,weight gain
119,chocolate samosa,chicken,"refined flour, desi ghee, black cardamom seeds, chocolate block, almonds, cashew nuts, pistachio, sugar, garam masala powder, oil",Non-Veg, high_protien_diet high_fiber_diet ketogenic_diet,580,77.70216185,94.15949939,Diabetes,Low carbs,weight loss
120,half roast chicken,chicken,"cooking oil, whole chicken (skin on- rinsed and dressed), onions (quartered- skin on), garlic (halved - skin on), carrots (roughly quartered), celery , thyme, dunkleweizen (pour into a glass and keep open at room temperature for an hour or two to make flat), chicken stock, butter, sea salt",Non-Veg, low_fat_diet low_carb_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,555,71.6474185,85.08154625,Hypertension,Gluten-Free,cure disease
121,riceless chicken biryani,chicken,"malabar peppercorn, cinnamon stick, green cardamom pods, star anise, cloves, fennel seeds, vermicelli, desi ghee, shahi jeera, bay leaves, green chilli, mint leaves, onion, saffron, garlic paste, salt, chicken (dark meat), ginger paste, turmeric powder, coriander powder, red chilli powder, roma tomatoes (de-seedeed), water",Non-Veg, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,360,71.54681996,80.0236111,None,Low carbs,weight loss
122,chicken farcha,chicken,"boneless chicken thigh (without skin), lemon juice, garlic paste, ginger paste, red chilli powder, coriander powder, garam masala, black pepper (crushed), salt, bread crumbs / semolina, eggs, red chilli powder, oil",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,350,62.58577469,83.64077174,Asthma,Veg,cure disease
123,buldak (hot and spicy chicken),chicken,"chicken drum sticks/ chicken breast, soy sauce, sugar, traditional corn syrup (substitution honey), cheong ju (clear rice wine similar to japanese  sake), green onion, black pepper, olive oil, sesame seeds (optional), for marinating sauce:, gochugaru (red chili pepper flakes), alapenos, korean pear (substitution asian pear), onion, garlic, soy sauce, spicy yellow mustard, sesame oil, sugar, mul yut (substitution honey)",Non-Veg, high_protien_diet high_fiber_diet,545,73.59526768,56.63203572,Hypertension,Vegan,weight gain
124,chicken sukka,chicken,"chicken (small pieces), onion (thin slices), cardamom, salt, oil, coriander, cumin, mustard, pepper, cloves, cinnamon, bedki chillies, kashmiri chilies, turmeric, onion, garlic, ginger, salt",Non-Veg, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,570,71.65950902,77.21622377,Hypertension,Vegan,cure disease
125,steamed chicken roulade,chicken,"lamb mince, garlic , salt, paprika powder, pomodaro tomatoes, olive oil, celery, shallots, carrot, black pepper, bay leaf, yellow chilli powder, cilantro, chicken thigh, salt, white pepper powder, garlic paste, white wine vinegar, olive oil, yellow chilli powder, refined oil, fenugreek seeds, white pepper powder, garlic, fenugreek leaves, onion, broken cashew, salt, fresh cream, kasoori methi",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,235,72.33221094,73.75402622,Asthma,Gluten-Free,weight gain
126,methi chicken masala,chicken,"boneless chicken, lemon juice, red chilli powder, salt, ginger garlic paste, curd, red chilli powder, salt, coriander powder, oil, onion, oil, bay leaf, green cardamom, black cardamom, cinnamon, ginger garlic paste, tomato, kasoori methi, green chilli, water",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,360,59.19679728,80.30491649,Diabetes,Gluten-Free,maintain body
